,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,H_ROUND,H_TP3,H_TP5,H_GS_H,H_GS_A,H_GR_H,H_GR_A,H_TGS,H_TGR,H_AvGS_H,H_AvGS_A,H_AvGR_H,H_AvGR_A,H_Av_TGS,H_Av_TGR,H_Pnt_H,H_Pnt_A,H_T_pnt,H_Av_Pnt_H,H_Av_pnt_A,H_Av_T_pnt,A_ROUND,A_TP3,A_TP5,Aw_GS_H,Aw_GS_A,Aw_GR_H,Aw_GR_A,Aw_TGS,Aw_TGR,Aw_AvGS_H,Aw_AvGS_A,Aw_AvGR_H,Aw_AvGR_A,Aw_Av_TGS,Aw_Av_TGR,Aw_Pnt_H,Aw_Pnt_A,Aw_T_pnt,Aw_Av_Pnt_H,Aw_Av_pnt_A,Aw_Av_T_pnt,DIFF_TP,DIFF_HP-AP,SUMM_HGSH+HGSH+AGRA,SUMM_HGRH+AGSA,SUMM_HTGS+ATGR,SUMM_HTGR+ATGS,DIFF_L3MP,DIFF_L5MP,DIFF_av_TP,DIFF_av_HP-AP,SUMM_av_HGSH+AGRA,SUMM_av_HGRH+AGSA,SUMM_av_HTGS+ATGR,SUMM_av_HTGR+ATGS,Goal/No_Goal,Over2.5/Under2.5,Over1.5/Under1.5
28,11/09/16,Sp Gijon,Leganes,2.0,1.0,H,2016/2017,3.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5,3.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1,1,1
29,11/09/16,Valencia,Betis,2.0,3.0,A,2016/2017,3.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,5.0,2.0,0.0,4.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,6.0,2.0,6.0,0.0,2.0,0.0,6.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.5,-1.0,0.0,8.0,6.0,8.0,7.0,-1.0,-1.0,-0.5,0.0,8.0,6.0,4.0,3.5,1,1,1
30,16/09/16,Betis,Granada,2.0,2.0,D,2016/2017,4.0,3.0,3.0,0.0,5.0,0.0,8.0,5.0,8.0,0.0,2.5,0.0,4.0,1.66666666667,2.66666666667,1.0,3.0,4.0,1.0,1.5,1.33333333333,4.0,0.0,0.0,2.0,1.0,3.0,5.0,3.0,8.0,1.0,1.0,1.5,5.0,1.0,2.66666666667,1.0,0.0,1.0,0.5,0.0,0.333333333333,3.0,1.0,5.0,1.0,13.0,11.0,3.0,3.0,1.0,1.0,5.0,1.0,4.33333333333,3.66666666667,1,1,1
31,17/09/16,Ath Madrid,Sp Gijon,5.0,0.0,H,2016/2017,4.0,3.0,3.0,1.0,4.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,1.66666666667,0.333333333333,1.0,4.0,5.0,1.0,2.0,1.66666666667,4.0,3.0,3.0,4.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1.33333333333,0.666666666667,6.0,1.0,7.0,3.0,1.0,2.33333333333,-2.0,0.0,1.0,1.0,7.0,5.0,0.0,0.0,-0.666666666667,0.0,1.0,1.0,2.33333333333,1.66666666667,0,1,1
32,17/09/16,Eibar,Sevilla,1.0,1.0,D,2016/2017,4.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,1.0,1.5,0.0,1.5,1.33333333333,1.0,3.0,3.0,6.0,3.0,1.5,2.0,4.0,3.0,3.0,8.0,0.0,5.0,0.0,8.0,5.0,4.0,0.0,2.5,0.0,2.66666666667,1.66666666667,6.0,1.0,7.0,3.0,1.0,2.33333333333,-1.0,2.0,1.0,0.0,9.0,11.0,0.0,0.0,-0.333333333333,2.0,1.0,0.0,3.0,3.66666666667,1,0,1
33,17/09/16,Las Palmas,Malaga,1.0,0.0,H,2016/2017,4.0,0.0,0.0,5.0,5.0,1.0,4.0,10.0,5.0,5.0,2.5,1.0,2.0,3.33333333333,1.66666666667,3.0,3.0,6.0,3.0,1.5,2.0,4.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,5.0,0.5,2.0,1.5,2.0,1.0,1.66666666667,1.0,1.0,2.0,0.5,1.0,0.666666666667,4.0,2.0,7.0,3.0,15.0,8.0,0.0,0.0,1.33333333333,2.0,7.0,3.0,5.0,2.66666666667,0,0,0
34,17/09/16,Leganes,Barcelona,1.0,5.0,A,2016/2017,4.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.666666666667,0.666666666667,1.0,3.0,4.0,1.0,1.5,1.33333333333,4.0,0.0,0.0,7.0,1.0,4.0,0.0,8.0,4.0,3.5,1.0,2.0,0.0,2.66666666667,1.33333333333,3.0,3.0,6.0,1.5,3.0,2.0,-2.0,-2.0,0.0,1.0,6.0,10.0,0.0,0.0,-0.666666666667,-2.0,0.0,1.0,2.0,3.33333333333,1,1,1
35,18/09/16,Ath Bilbao,Valencia,2.0,1.0,H,2016/2017,4.0,3.0,3.0,0.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.666666666667,1.0,0.0,3.0,3.0,0.0,1.5,1.0,4.0,0.0,0.0,4.0,0.0,7.0,1.0,4.0,8.0,2.0,0.0,3.5,1.0,1.33333333333,2.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,10.0,7.0,3.0,3.0,1.0,0.0,1.0,1.0,3.33333333333,2.33333333333,1,1,1
36,18/09/16,Espanol,Real Madrid,0.0,2.0,A,2016/2017,4.0,1.0,1.0,2.0,5.0,2.0,7.0,7.0,9.0,2.0,2.5,2.0,3.5,2.33333333333,3.0,1.0,1.0,2.0,1.0,0.5,0.666666666667,4.0,3.0,3.0,7.0,3.0,3.0,0.0,10.0,3.0,3.5,3.0,1.5,0.0,3.33333333333,1.0,6.0,3.0,9.0,3.0,3.0,3.0,-7.0,-2.0,2.0,5.0,10.0,19.0,-2.0,-2.0,-2.33333333333,-2.0,2.0,5.0,3.33333333333,6.33333333333,0,0,1
37,18/09/16,Osasuna,Celta,0.0,0.0,D,2016/2017,4.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,8.0,0.0,1.5,2.0,3.0,1.0,2.66666666667,0.0,1.0,1.0,0.0,0.5,0.333333333333,4.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,7.0,0.0,1.0,2.5,2.0,0.333333333333,2.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,10.0,9.0,0.0,0.0,0.333333333333,0.0,2.0,3.0,3.33333333333,3.0,0,0,0
38,18/09/16,Villarreal,Sociedad,2.0,1.0,H,2016/2017,4.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,1.5,0.0,0.5,1.0,0.333333333333,1.0,4.0,5.0,1.0,2.0,1.66666666667,4.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,4.0,0.5,2.0,2.0,0.0,1.0,1.33333333333,1.0,3.0,4.0,0.5,3.0,1.33333333333,1.0,-2.0,0.0,2.0,7.0,4.0,2.0,2.0,0.333333333333,-2.0,0.0,2.0,2.33333333333,1.33333333333,1,1,1
39,19/09/16,Alaves,La Coruna,0.0,0.0,D,2016/2017,4.0,3.0,3.0,0.0,3.0,0.0,2.0,3.0,2.0,0.0,1.5,0.0,1.0,1.0,0.666666666667,1.0,4.0,5.0,1.0,2.0,1.66666666667,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.666666666667,0.666666666667,3.0,1.0,4.0,1.5,1.0,1.33333333333,1.0,0.0,0.0,0.0,5.0,4.0,3.0,3.0,0.333333333333,0.0,0.0,0.0,1.66666666667,1.33333333333,0,0,0
40,20/09/16,Malaga,Eibar,2.0,1.0,H,2016/2017,5.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,6.0,0.5,1.0,1.5,1.5,0.75,1.5,1.0,1.0,2.0,0.5,0.5,0.5,5.0,7.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,1.0,1.5,0.5,1.5,1.25,1.0,4.0,3.0,7.0,2.0,1.5,1.75,-5.0,-2.0,4.0,6.0,7.0,11.0,-6.0,-1.0,-1.25,-1.0,2.0,3.0,1.75,2.75,1,1,1
41,20/09/16,Sevilla,Betis,1.0,0.0,H,2016/2017,5.0,5.0,1.0,8.0,1.0,5.0,1.0,9.0,6.0,4.0,0.5,2.5,0.5,2.25,1.5,6.0,2.0,8.0,3.0,1.0,2.0,5.0,5.0,1.0,2.0,5.0,2.0,8.0,7.0,10.0,1.0,2.5,1.0,4.0,1.75,2.5,2.0,3.0,5.0,1.0,1.5,1.25,3.0,3.0,16.0,10.0,19.0,13.0,0.0,0.0,0.75,1.5,8.0,5.0,4.75,3.25,0,0,0
42,21/09/16,Barcelona,Ath Madrid,1.0,1.0,D,2016/2017,5.0,6.0,3.0,7.0,6.0,4.0,1.0,13.0,5.0,3.5,3.0,2.0,0.5,3.25,1.25,3.0,6.0,9.0,1.5,3.0,2.25,5.0,7.0,3.0,6.0,4.0,1.0,0.0,10.0,1.0,3.0,2.0,0.5,0.0,2.5,0.25,4.0,4.0,8.0,2.0,2.0,2.0,1.0,-1.0,7.0,8.0,14.0,15.0,-1.0,0.0,0.25,-0.5,3.5,4.0,3.5,3.75,1,0,1
43,21/09/16,Celta,Sp Gijon,2.0,1.0,H,2016/2017,5.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,7.0,0.0,0.5,2.5,1.0,0.25,1.75,0.0,1.0,1.0,0.0,0.5,0.25,5.0,4.0,0.0,4.0,0.0,2.0,5.0,4.0,7.0,2.0,0.0,1.0,2.5,1.0,1.75,6.0,1.0,7.0,3.0,0.5,1.75,-6.0,-1.0,5.0,5.0,8.0,11.0,-3.0,1.0,-1.5,-0.5,2.5,2.5,2.0,2.75,1,1,1
