,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,H_GS_H,H_GS_A,H_GR_H,H_GR_A,H_TGS,H_TGR,H_AvGS_H,H_AvGS_A,H_AvGR_H,H_AvGR_A,H_Av_TGS,H_Av_TGR,H_Pnt_H,H_Pnt_A,H_T_pnt,H_Av_Pnt_H,H_Av_pnt_A,H_Av_T_pnt,Aw_GS_H,Aw_GS_A,Aw_GR_H,Aw_GR_A,Aw_TGS,Aw_TGR,Aw_AvGS_H,Aw_AvGS_A,Aw_AvGR_H,Aw_AvGR_A,Aw_Av_TGS,Aw_Av_TGR,Aw_Pnt_H,Aw_Pnt_A,Aw_T_pnt,Aw_Av_Pnt_H,Aw_Av_pnt_A,Aw_Av_T_pnt,DIFF_av_TP,DIFF_av_HP-AP,SUMM_av_HGSH+AGRA,SUMM_av_HGRH+AGSA,SUMM_av_HTGS+ATGR,SUMM_av_HTGR+ATGS
61,01/10/16,Hull,Chelsea,0,2,A,0,0,D,A Taylor,3.0,4.0,6.0,6.0,7.0,12.0,1.0,1.33333333333,2.0,2.0,1.16666666667,2.0,3.0,4.0,7.0,1.0,1.33333333333,1.16666666667,6.0,4.0,3.0,6.0,10.0,9.0,2.0,1.33333333333,1.0,2.0,1.66666666667,1.5,6.0,4.0,10.0,2.0,1.33333333333,1.66666666667,-0.5,-0.333333333333,3.0,3.33333333333,2.66666666667,3.66666666667
62,01/10/16,Sunderland,West Brom,1,1,D,0,1,A,S Attwell,3.0,2.0,8.0,4.0,5.0,12.0,1.0,0.666666666667,2.66666666667,1.33333333333,0.833333333333,2.0,0.0,1.0,1.0,0.0,0.333333333333,0.166666666667,5.0,2.0,4.0,2.0,7.0,6.0,1.66666666667,0.666666666667,1.33333333333,0.666666666667,1.16666666667,1.0,4.0,4.0,8.0,1.33333333333,1.33333333333,1.33333333333,-1.16666666667,-1.33333333333,1.66666666667,3.33333333333,1.83333333333,3.16666666667
63,01/10/16,Swansea,Liverpool,1,2,A,1,0,H,M Oliver,3.0,2.0,7.0,3.0,5.0,10.0,1.0,0.666666666667,2.33333333333,1.0,0.833333333333,1.66666666667,1.0,3.0,4.0,0.333333333333,1.0,0.666666666667,9.0,7.0,2.0,7.0,16.0,9.0,4.5,1.75,1.0,1.75,2.66666666667,1.5,6.0,7.0,13.0,3.0,1.75,2.16666666667,-1.5,-1.41666666667,2.75,4.08333333333,2.33333333333,4.33333333333
64,01/10/16,Watford,Bournemouth,2,2,D,0,1,A,M Dean,5.0,5.0,6.0,5.0,10.0,11.0,1.66666666667,1.66666666667,2.0,1.66666666667,1.66666666667,1.83333333333,3.0,4.0,7.0,1.0,1.33333333333,1.16666666667,3.0,1.0,3.0,6.0,4.0,9.0,1.0,0.333333333333,1.0,2.0,0.666666666667,1.5,6.0,1.0,7.0,2.0,0.333333333333,1.16666666667,0.0,0.666666666667,3.66666666667,2.33333333333,3.16666666667,2.5
65,01/10/16,West Ham,Middlesbrough,1,1,D,0,0,D,N Swarbrick,3.0,4.0,7.0,9.0,7.0,16.0,1.0,1.33333333333,2.33333333333,3.0,1.16666666667,2.66666666667,3.0,0.0,3.0,1.0,0.0,0.5,3.0,3.0,5.0,4.0,6.0,9.0,1.0,1.0,1.66666666667,1.33333333333,1.0,1.5,1.0,4.0,5.0,0.333333333333,1.33333333333,0.833333333333,-0.333333333333,-0.333333333333,2.33333333333,3.33333333333,2.66666666667,3.66666666667
66,02/10/16,Burnley,Arsenal,0,1,A,0,0,D,C Pawson,5.0,0.0,2.0,6.0,5.0,8.0,1.25,0.0,0.5,3.0,0.833333333333,1.33333333333,7.0,0.0,7.0,1.75,0.0,1.16666666667,8.0,7.0,5.0,2.0,15.0,7.0,2.66666666667,2.33333333333,1.66666666667,0.666666666667,2.5,1.16666666667,6.0,7.0,13.0,2.0,2.33333333333,2.16666666667,-1.0,-0.583333333333,1.91666666667,2.83333333333,2.0,3.83333333333
67,02/10/16,Leicester,Southampton,0,0,D,0,0,D,M Atkinson,5.0,3.0,1.0,10.0,8.0,11.0,1.66666666667,1.0,0.333333333333,3.33333333333,1.33333333333,1.83333333333,7.0,0.0,7.0,2.33333333333,0.0,1.16666666667,3.0,4.0,2.0,4.0,7.0,6.0,1.0,1.33333333333,0.666666666667,1.33333333333,1.16666666667,1.0,5.0,3.0,8.0,1.66666666667,1.0,1.33333333333,-0.166666666667,1.33333333333,3.0,1.66666666667,2.33333333333,3.0
68,02/10/16,Man United,Stoke,1,1,D,0,0,D,R Madley,7.0,5.0,3.0,4.0,12.0,7.0,2.33333333333,1.66666666667,1.0,1.33333333333,2.0,1.16666666667,6.0,6.0,12.0,2.0,2.0,2.0,2.0,2.0,9.0,6.0,4.0,15.0,0.666666666667,0.666666666667,3.0,2.0,0.666666666667,2.5,1.0,1.0,2.0,0.333333333333,0.333333333333,0.333333333333,1.66666666667,1.66666666667,4.33333333333,1.66666666667,4.5,1.83333333333
69,02/10/16,Tottenham,Man City,2,0,H,2,0,H,A Marriner,3.0,7.0,1.0,2.0,10.0,3.0,1.0,2.33333333333,0.333333333333,0.666666666667,1.66666666667,0.5,7.0,7.0,14.0,2.33333333333,2.33333333333,2.33333333333,9.0,9.0,2.0,3.0,18.0,5.0,3.0,3.0,0.666666666667,1.0,3.0,0.833333333333,9.0,9.0,18.0,3.0,3.0,3.0,-0.666666666667,-0.666666666667,2.0,3.33333333333,2.5,3.5
70,15/10/16,Arsenal,Swansea,3,2,H,2,1,H,J Moss,8.0,8.0,5.0,2.0,16.0,7.0,2.66666666667,2.0,1.66666666667,0.5,2.28571428571,1.0,6.0,10.0,16.0,2.0,2.5,2.28571428571,4.0,2.0,9.0,3.0,6.0,12.0,1.0,0.666666666667,2.25,1.0,0.857142857143,1.71428571429,1.0,3.0,4.0,0.25,1.0,0.571428571429,1.71428571429,1.0,3.66666666667,2.33333333333,4.0,1.85714285714
71,15/10/16,Bournemouth,Hull,6,1,H,3,1,H,L Mason,3.0,3.0,3.0,8.0,6.0,11.0,1.0,0.75,1.0,2.0,0.857142857143,1.57142857143,6.0,2.0,8.0,2.0,0.5,1.14285714286,3.0,4.0,8.0,6.0,7.0,14.0,0.75,1.33333333333,2.0,2.0,1.0,2.0,3.0,4.0,7.0,0.75,1.33333333333,1.0,0.142857142857,0.666666666667,3.0,2.33333333333,2.85714285714,2.57142857143
72,15/10/16,Chelsea,Leicester,3,0,H,2,0,H,A Marriner,6.0,6.0,3.0,6.0,12.0,9.0,2.0,1.5,1.0,1.5,1.71428571429,1.28571428571,6.0,7.0,13.0,2.0,1.75,1.85714285714,5.0,3.0,1.0,10.0,8.0,11.0,1.25,1.0,0.25,3.33333333333,1.14285714286,1.57142857143,8.0,0.0,8.0,2.0,0.0,1.14285714286,0.714285714286,2.0,5.33333333333,2.0,3.28571428571,2.42857142857
73,15/10/16,Crystal Palace,West Ham,0,1,A,0,1,A,M Atkinson,5.0,6.0,3.0,5.0,11.0,8.0,1.66666666667,1.5,1.0,1.25,1.57142857143,1.14285714286,4.0,7.0,11.0,1.33333333333,1.75,1.57142857143,4.0,4.0,8.0,9.0,8.0,17.0,1.0,1.33333333333,2.0,3.0,1.14285714286,2.42857142857,4.0,0.0,4.0,1.0,0.0,0.571428571429,1.0,1.33333333333,4.66666666667,2.33333333333,4.0,2.28571428571
74,15/10/16,Man City,Everton,1,1,D,0,0,D,M Oliver,9.0,9.0,2.0,5.0,18.0,7.0,3.0,2.25,0.666666666667,1.25,2.57142857143,1.0,9.0,9.0,18.0,3.0,2.25,2.57142857143,6.0,5.0,3.0,2.0,11.0,5.0,1.5,1.66666666667,0.75,0.666666666667,1.57142857143,0.714285714286,8.0,6.0,14.0,2.0,2.0,2.0,0.571428571429,1.0,3.66666666667,2.33333333333,3.28571428571,2.57142857143
75,15/10/16,Stoke,Sunderland,2,0,H,2,0,H,M Jones,2.0,3.0,9.0,7.0,5.0,16.0,0.666666666667,0.75,3.0,1.75,0.714285714286,2.28571428571,1.0,2.0,3.0,0.333333333333,0.5,0.428571428571,4.0,2.0,9.0,4.0,6.0,13.0,1.0,0.666666666667,2.25,1.33333333333,0.857142857143,1.85714285714,1.0,1.0,2.0,0.25,0.333333333333,0.285714285714,0.142857142857,0.0,2.0,3.66666666667,2.57142857143,3.14285714286
76,15/10/16,West Brom,Tottenham,1,1,D,0,0,D,K Friend,5.0,3.0,4.0,3.0,8.0,7.0,1.66666666667,0.75,1.33333333333,0.75,1.14285714286,1.0,4.0,5.0,9.0,1.33333333333,1.25,1.28571428571,5.0,7.0,1.0,2.0,12.0,3.0,1.25,2.33333333333,0.25,0.666666666667,1.71428571429,0.428571428571,10.0,7.0,17.0,2.5,2.33333333333,2.42857142857,-1.14285714286,-1.0,2.33333333333,3.66666666667,1.57142857143,2.71428571429
77,16/10/16,Middlesbrough,Watford,0,1,A,0,0,D,R East,3.0,4.0,5.0,5.0,7.0,10.0,1.0,1.0,1.66666666667,1.25,1.0,1.42857142857,1.0,5.0,6.0,0.333333333333,1.25,0.857142857143,7.0,5.0,8.0,5.0,12.0,13.0,1.75,1.66666666667,2.0,1.66666666667,1.71428571429,1.85714285714,4.0,4.0,8.0,1.0,1.33333333333,1.14285714286,-0.285714285714,-1.0,2.66666666667,3.33333333333,2.85714285714,3.14285714286
78,16/10/16,Southampton,Burnley,3,1,H,0,0,D,M Dean,3.0,4.0,2.0,4.0,7.0,6.0,1.0,1.0,0.666666666667,1.0,1.0,0.857142857143,5.0,4.0,9.0,1.66666666667,1.0,1.28571428571,5.0,0.0,3.0,6.0,5.0,9.0,1.0,0.0,0.6,3.0,0.714285714286,1.28571428571,7.0,0.0,7.0,1.4,0.0,1.0,0.285714285714,1.66666666667,4.0,0.666666666667,2.28571428571,1.57142857143
79,17/10/16,Liverpool,Man United,0,0,D,0,0,D,A Taylor,9.0,9.0,2.0,8.0,18.0,10.0,4.5,1.8,1.0,1.6,2.57142857143,1.42857142857,6.0,10.0,16.0,3.0,2.0,2.28571428571,8.0,5.0,4.0,4.0,13.0,8.0,2.0,1.66666666667,1.0,1.33333333333,1.85714285714,1.14285714286,7.0,6.0,13.0,1.75,2.0,1.85714285714,0.428571428571,1.0,5.83333333333,2.66666666667,3.71428571429,3.28571428571
80,22/10/16,Arsenal,Middlesbrough,0,0,D,0,0,D,M Dean,11.0,8.0,7.0,2.0,19.0,9.0,2.75,2.0,1.75,0.5,2.375,1.125,9.0,10.0,19.0,2.25,2.5,2.375,3.0,4.0,6.0,5.0,7.0,11.0,0.75,1.0,1.5,1.25,0.875,1.375,1.0,5.0,6.0,0.25,1.25,0.75,1.625,1.0,4.0,2.75,3.75,2.0
81,22/10/16,Bournemouth,Tottenham,0,0,D,0,0,D,C Pawson,9.0,3.0,4.0,8.0,12.0,12.0,2.25,0.75,1.0,2.0,1.5,1.5,9.0,2.0,11.0,2.25,0.5,1.375,5.0,8.0,1.0,3.0,13.0,4.0,1.25,2.0,0.25,0.75,1.625,0.5,10.0,8.0,18.0,2.5,2.0,2.25,-0.875,0.25,3.0,3.0,2.0,3.125
82,22/10/16,Burnley,Everton,2,1,H,1,0,H,M Jones,5.0,1.0,3.0,9.0,6.0,12.0,1.0,0.333333333333,0.6,3.0,0.75,1.5,7.0,0.0,7.0,1.4,0.0,0.875,6.0,6.0,3.0,3.0,12.0,6.0,1.5,1.5,0.75,0.75,1.5,0.75,8.0,7.0,15.0,2.0,1.75,1.875,-1.0,-0.35,1.75,2.1,1.5,3.0
83,22/10/16,Hull,Stoke,0,2,A,0,1,A,K Friend,3.0,5.0,8.0,12.0,8.0,20.0,0.75,1.25,2.0,3.0,1.0,2.5,3.0,4.0,7.0,0.75,1.0,0.875,4.0,3.0,9.0,7.0,7.0,16.0,1.0,0.75,2.25,1.75,0.875,2.0,4.0,2.0,6.0,1.0,0.5,0.75,0.125,0.25,2.5,2.75,3.0,3.375
84,22/10/16,Leicester,Crystal Palace,3,1,H,1,0,H,M Oliver,5.0,3.0,1.0,13.0,8.0,14.0,1.25,0.75,0.25,3.25,1.0,1.75,8.0,0.0,8.0,2.0,0.0,1.0,5.0,6.0,4.0,5.0,11.0,9.0,1.25,1.5,1.0,1.25,1.375,1.125,4.0,7.0,11.0,1.0,1.75,1.375,-0.375,0.25,2.5,1.75,2.125,3.125
85,22/10/16,Liverpool,West Brom,2,1,H,2,0,H,N Swarbrick,9.0,9.0,2.0,8.0,18.0,10.0,3.0,1.8,0.666666666667,1.6,2.25,1.25,7.0,10.0,17.0,2.33333333333,2.0,2.125,6.0,3.0,5.0,3.0,9.0,8.0,1.5,0.75,1.25,0.75,1.125,1.0,5.0,5.0,10.0,1.25,1.25,1.25,0.875,1.08333333333,3.75,1.41666666667,3.25,2.375
86,22/10/16,Swansea,Watford,0,0,D,0,0,D,P Tierney,4.0,4.0,9.0,6.0,8.0,15.0,1.0,1.0,2.25,1.5,1.0,1.875,1.0,3.0,4.0,0.25,0.75,0.5,7.0,6.0,8.0,5.0,13.0,13.0,1.75,1.5,2.0,1.25,1.625,1.625,4.0,7.0,11.0,1.0,1.75,1.375,-0.875,-1.5,2.25,3.75,2.625,3.5
87,22/10/16,West Ham,Sunderland,1,0,H,0,0,D,R Madley,4.0,5.0,8.0,9.0,9.0,17.0,1.0,1.25,2.0,2.25,1.125,2.125,4.0,3.0,7.0,1.0,0.75,0.875,4.0,2.0,9.0,6.0,6.0,15.0,1.0,0.5,2.25,1.5,0.75,1.875,1.0,1.0,2.0,0.25,0.25,0.25,0.625,0.75,2.5,2.5,3.0,2.875
88,23/10/16,Chelsea,Man United,4,0,H,2,0,H,M Atkinson,9.0,6.0,3.0,6.0,15.0,9.0,2.25,1.5,0.75,1.5,1.875,1.125,9.0,7.0,16.0,2.25,1.75,2.0,8.0,5.0,4.0,4.0,13.0,8.0,2.0,1.25,1.0,1.0,1.625,1.0,7.0,7.0,14.0,1.75,1.75,1.75,0.25,0.5,3.25,2.0,2.875,2.75
89,23/10/16,Man City,Southampton,1,1,D,0,1,A,M Clattenburg,10.0,9.0,3.0,5.0,19.0,8.0,2.5,2.25,0.75,1.25,2.375,1.0,10.0,9.0,19.0,2.5,2.25,2.375,6.0,4.0,3.0,4.0,10.0,7.0,1.5,1.0,0.75,1.0,1.25,0.875,8.0,4.0,12.0,2.0,1.0,1.5,0.875,1.5,3.5,1.75,3.25,2.25
90,29/10/16,Crystal Palace,Liverpool,2,4,A,2,3,A,A Marriner,5.0,7.0,4.0,8.0,12.0,12.0,1.25,1.4,1.0,1.6,1.33333333333,1.33333333333,4.0,7.0,11.0,1.0,1.4,1.22222222222,11.0,9.0,3.0,8.0,20.0,11.0,2.75,1.8,0.75,1.6,2.22222222222,1.22222222222,10.0,10.0,20.0,2.5,2.0,2.22222222222,-1.0,-1.0,2.85,2.8,2.55555555556,3.55555555556
91,29/10/16,Man United,Burnley,0,0,D,0,0,D,M Clattenburg,8.0,5.0,4.0,8.0,13.0,12.0,2.0,1.0,1.0,1.6,1.44444444444,1.33333333333,7.0,7.0,14.0,1.75,1.4,1.55555555556,7.0,1.0,4.0,9.0,8.0,13.0,1.16666666667,0.333333333333,0.666666666667,3.0,0.888888888889,1.44444444444,10.0,0.0,10.0,1.66666666667,0.0,1.11111111111,0.444444444444,1.75,5.0,1.33333333333,2.88888888889,2.22222222222
92,29/10/16,Middlesbrough,Bournemouth,2,0,H,1,0,H,S Attwell,3.0,4.0,6.0,5.0,7.0,11.0,0.75,0.8,1.5,1.0,0.777777777778,1.22222222222,1.0,6.0,7.0,0.25,1.2,0.777777777778,9.0,3.0,4.0,8.0,12.0,12.0,1.8,0.75,0.8,2.0,1.33333333333,1.33333333333,10.0,2.0,12.0,2.0,0.5,1.33333333333,-0.555555555556,-0.25,2.75,2.25,2.11111111111,2.55555555556
93,29/10/16,Sunderland,Arsenal,1,4,A,0,1,A,M Atkinson,4.0,2.0,9.0,7.0,6.0,16.0,1.0,0.4,2.25,1.4,0.666666666667,1.77777777778,1.0,1.0,2.0,0.25,0.2,0.222222222222,11.0,8.0,7.0,2.0,19.0,9.0,2.2,2.0,1.4,0.5,2.11111111111,1.0,10.0,10.0,20.0,2.0,2.5,2.22222222222,-2.0,-2.25,1.5,4.25,1.66666666667,3.88888888889
94,29/10/16,Tottenham,Leicester,1,1,D,1,0,H,R Madley,5.0,8.0,1.0,3.0,13.0,4.0,1.25,1.6,0.25,0.6,1.44444444444,0.444444444444,10.0,9.0,19.0,2.5,1.8,2.11111111111,8.0,3.0,2.0,13.0,11.0,15.0,1.6,0.75,0.4,3.25,1.22222222222,1.66666666667,11.0,0.0,11.0,2.2,0.0,1.22222222222,0.888888888889,2.5,4.5,1.0,3.11111111111,1.66666666667
95,29/10/16,Watford,Hull,1,0,H,0,0,D,J Moss,7.0,6.0,8.0,5.0,13.0,13.0,1.75,1.2,2.0,1.0,1.44444444444,1.44444444444,4.0,8.0,12.0,1.0,1.6,1.33333333333,3.0,5.0,10.0,12.0,8.0,22.0,0.6,1.25,2.0,3.0,0.888888888889,2.44444444444,3.0,4.0,7.0,0.6,1.0,0.777777777778,0.555555555556,0.0,4.75,3.25,3.88888888889,2.33333333333
96,29/10/16,West Brom,Man City,0,4,A,0,2,A,L Mason,6.0,4.0,5.0,5.0,10.0,10.0,1.5,0.8,1.25,1.0,1.11111111111,1.11111111111,5.0,5.0,10.0,1.25,1.0,1.11111111111,11.0,9.0,4.0,5.0,20.0,9.0,2.2,2.25,0.8,1.25,2.22222222222,1.0,11.0,9.0,20.0,2.2,2.25,2.22222222222,-1.11111111111,-1.0,2.75,3.5,2.11111111111,3.33333333333
97,30/10/16,Everton,West Ham,2,0,H,0,0,D,A Taylor,6.0,7.0,3.0,5.0,13.0,8.0,1.5,1.4,0.75,1.0,1.44444444444,0.888888888889,8.0,7.0,15.0,2.0,1.4,1.66666666667,5.0,5.0,8.0,9.0,10.0,17.0,1.0,1.25,1.6,2.25,1.11111111111,1.88888888889,7.0,3.0,10.0,1.4,0.75,1.11111111111,0.555555555556,1.25,3.75,2.0,3.33333333333,2.0
98,30/10/16,Southampton,Chelsea,0,2,A,0,1,A,M Jones,6.0,5.0,3.0,5.0,11.0,8.0,1.5,1.0,0.75,1.0,1.22222222222,0.888888888889,8.0,5.0,13.0,2.0,1.0,1.44444444444,13.0,6.0,3.0,6.0,19.0,9.0,2.6,1.5,0.6,1.5,2.11111111111,1.0,12.0,7.0,19.0,2.4,1.75,2.11111111111,-0.666666666667,0.25,3.0,2.25,2.22222222222,3.0
99,31/10/16,Stoke,Swansea,3,1,H,1,1,D,M Oliver,4.0,5.0,9.0,7.0,9.0,16.0,1.0,1.0,2.25,1.4,1.0,1.77777777778,4.0,5.0,9.0,1.0,1.0,1.0,4.0,4.0,9.0,6.0,8.0,15.0,0.8,1.0,1.8,1.5,0.888888888889,1.66666666667,2.0,3.0,5.0,0.4,0.75,0.555555555556,0.444444444444,0.25,2.5,3.25,2.66666666667,2.66666666667
100,05/11/16,Bournemouth,Sunderland,1,2,A,1,1,D,M Dean,9.0,3.0,4.0,10.0,12.0,14.0,1.8,0.6,0.8,2.0,1.2,1.4,10.0,2.0,12.0,2.0,0.4,1.2,5.0,2.0,13.0,7.0,7.0,20.0,1.0,0.4,2.6,1.4,0.7,2.0,1.0,1.0,2.0,0.2,0.2,0.2,1.0,1.8,3.2,1.2,3.2,2.1
101,05/11/16,Burnley,Crystal Palace,3,2,H,2,0,H,A Taylor,7.0,1.0,4.0,9.0,8.0,13.0,1.16666666667,0.25,0.666666666667,2.25,0.8,1.3,10.0,1.0,11.0,1.66666666667,0.25,1.1,7.0,7.0,8.0,8.0,14.0,16.0,1.4,1.4,1.6,1.6,1.4,1.6,4.0,7.0,11.0,0.8,1.4,1.1,0.0,0.266666666667,2.76666666667,2.06666666667,2.4,2.7
102,05/11/16,Chelsea,Everton,5,0,H,3,0,H,R Madley,13.0,8.0,3.0,6.0,21.0,9.0,2.6,1.6,0.6,1.2,2.1,0.9,12.0,10.0,22.0,2.4,2.0,2.2,8.0,7.0,3.0,5.0,15.0,8.0,1.6,1.4,0.6,1.0,1.5,0.8,11.0,7.0,18.0,2.2,1.4,1.8,0.4,1.0,3.6,2.0,2.9,2.4
103,05/11/16,Man City,Middlesbrough,1,1,D,1,0,H,K Friend,11.0,13.0,4.0,5.0,24.0,9.0,2.2,2.6,0.8,1.0,2.4,0.9,11.0,12.0,23.0,2.2,2.4,2.3,5.0,4.0,6.0,5.0,9.0,11.0,1.0,0.8,1.2,1.0,0.9,1.1,4.0,6.0,10.0,0.8,1.2,1.0,1.3,1.0,3.2,1.6,3.5,1.8
104,05/11/16,West Ham,Stoke,1,1,D,0,0,D,A Marriner,5.0,5.0,8.0,11.0,10.0,19.0,1.0,1.0,1.6,2.2,1.0,1.9,7.0,3.0,10.0,1.4,0.6,1.0,7.0,5.0,10.0,7.0,12.0,17.0,1.4,1.0,2.0,1.4,1.2,1.7,7.0,5.0,12.0,1.4,1.0,1.2,-0.2,0.4,2.4,2.6,2.7,3.1
105,06/11/16,Arsenal,Tottenham,1,1,D,1,0,H,M Clattenburg,11.0,12.0,7.0,3.0,23.0,10.0,2.2,2.4,1.4,0.6,2.3,1.0,10.0,13.0,23.0,2.0,2.6,2.3,6.0,8.0,2.0,3.0,14.0,5.0,1.2,1.6,0.4,0.6,1.4,0.5,11.0,9.0,20.0,2.2,1.8,2.0,0.3,0.2,2.8,3.0,2.8,2.4
106,06/11/16,Hull,Southampton,2,1,H,0,1,A,G Scott,3.0,5.0,10.0,13.0,8.0,23.0,0.6,1.0,2.0,2.6,0.8,2.3,3.0,4.0,7.0,0.6,0.8,0.7,6.0,5.0,5.0,5.0,11.0,10.0,1.2,1.0,1.0,1.0,1.1,1.0,8.0,5.0,13.0,1.6,1.0,1.3,-0.6,-0.4,1.6,3.0,1.8,3.4
107,06/11/16,Leicester,West Brom,1,2,A,0,0,D,C Pawson,8.0,4.0,2.0,14.0,12.0,16.0,1.6,0.8,0.4,2.8,1.2,1.6,11.0,1.0,12.0,2.2,0.2,1.2,6.0,4.0,9.0,5.0,10.0,14.0,1.2,0.8,1.8,1.0,1.0,1.4,5.0,5.0,10.0,1.0,1.0,1.0,0.2,1.2,2.6,1.2,2.6,2.6
108,06/11/16,Liverpool,Watford,6,1,H,3,0,H,M Oliver,11.0,13.0,3.0,10.0,24.0,13.0,2.75,2.16666666667,0.75,1.66666666667,2.4,1.3,10.0,13.0,23.0,2.5,2.16666666667,2.3,8.0,6.0,8.0,5.0,14.0,13.0,1.6,1.2,1.6,1.0,1.4,1.3,7.0,8.0,15.0,1.4,1.6,1.5,0.8,0.9,3.75,1.95,3.7,2.7
109,06/11/16,Swansea,Man United,1,3,A,0,3,A,N Swarbrick,4.0,5.0,9.0,9.0,9.0,18.0,0.8,1.0,1.8,1.8,0.9,1.8,2.0,3.0,5.0,0.4,0.6,0.5,8.0,5.0,4.0,8.0,13.0,12.0,1.6,1.0,0.8,1.6,1.3,1.2,8.0,7.0,15.0,1.6,1.4,1.5,-1.0,-1.0,2.4,2.8,2.1,3.1
110,19/11/16,Crystal Palace,Man City,1,2,A,0,1,A,R Madley,7.0,9.0,8.0,11.0,16.0,19.0,1.4,1.5,1.6,1.83333333333,1.45454545455,1.72727272727,4.0,7.0,11.0,0.8,1.16666666667,1.0,12.0,13.0,5.0,5.0,25.0,10.0,2.0,2.6,0.833333333333,1.0,2.27272727273,0.909090909091,12.0,12.0,24.0,2.0,2.4,2.18181818182,-1.18181818182,-1.6,2.4,4.2,2.36363636364,4.0
111,19/11/16,Everton,Swansea,1,1,D,0,1,A,M Atkinson,8.0,7.0,3.0,10.0,15.0,13.0,1.6,1.16666666667,0.6,1.66666666667,1.36363636364,1.18181818182,11.0,7.0,18.0,2.2,1.16666666667,1.63636363636,5.0,5.0,12.0,9.0,10.0,21.0,0.833333333333,1.0,2.0,1.8,0.909090909091,1.90909090909,2.0,3.0,5.0,0.333333333333,0.6,0.454545454545,1.18181818182,1.6,3.4,1.6,3.27272727273,2.09090909091
112,19/11/16,Man United,Arsenal,1,1,D,0,0,D,A Marriner,8.0,8.0,4.0,9.0,16.0,13.0,1.6,1.33333333333,0.8,1.5,1.45454545455,1.18181818182,8.0,10.0,18.0,1.6,1.66666666667,1.63636363636,12.0,12.0,8.0,3.0,24.0,11.0,2.0,2.4,1.33333333333,0.6,2.18181818182,1.0,11.0,13.0,24.0,1.83333333333,2.6,2.18181818182,-0.545454545455,-1.0,2.2,3.2,2.45454545455,3.36363636364
113,19/11/16,Southampton,Liverpool,0,0,D,0,0,D,M Clattenburg,6.0,6.0,5.0,7.0,12.0,12.0,1.2,1.0,1.0,1.16666666667,1.09090909091,1.09090909091,8.0,5.0,13.0,1.6,0.833333333333,1.18181818182,17.0,13.0,4.0,10.0,30.0,14.0,3.4,2.16666666667,0.8,1.66666666667,2.72727272727,1.27272727273,13.0,13.0,26.0,2.6,2.16666666667,2.36363636364,-1.18181818182,-0.566666666667,2.86666666667,3.16666666667,2.36363636364,3.81818181818
114,19/11/16,Stoke,Bournemouth,0,1,A,0,1,A,R East,7.0,6.0,10.0,8.0,13.0,18.0,1.4,1.0,2.0,1.33333333333,1.18181818182,1.63636363636,7.0,6.0,13.0,1.4,1.0,1.18181818182,10.0,3.0,6.0,10.0,13.0,16.0,1.66666666667,0.6,1.0,2.0,1.18181818182,1.45454545455,10.0,2.0,12.0,1.66666666667,0.4,1.09090909091,0.0909090909091,1.0,3.4,2.6,2.63636363636,2.81818181818
115,19/11/16,Sunderland,Hull,3,0,H,1,0,H,L Mason,5.0,4.0,13.0,8.0,9.0,21.0,1.0,0.666666666667,2.6,1.33333333333,0.818181818182,1.90909090909,1.0,4.0,5.0,0.2,0.666666666667,0.454545454545,5.0,5.0,11.0,13.0,10.0,24.0,0.833333333333,1.0,1.83333333333,2.6,0.909090909091,2.18181818182,6.0,4.0,10.0,1.0,0.8,0.909090909091,-0.454545454545,-0.6,3.6,3.6,3.0,2.81818181818
116,19/11/16,Tottenham,West Ham,3,2,H,0,1,A,M Dean,6.0,9.0,2.0,4.0,15.0,6.0,1.2,1.5,0.4,0.666666666667,1.36363636364,0.545454545455,11.0,10.0,21.0,2.2,1.66666666667,1.90909090909,6.0,5.0,9.0,11.0,11.0,20.0,1.0,1.0,1.5,2.2,1.0,1.81818181818,8.0,3.0,11.0,1.33333333333,0.6,1.0,0.909090909091,1.6,3.4,1.4,3.18181818182,1.54545454545
117,19/11/16,Watford,Leicester,2,1,H,2,1,H,N Swarbrick,8.0,7.0,8.0,11.0,15.0,19.0,1.6,1.16666666667,1.6,1.83333333333,1.36363636364,1.72727272727,7.0,8.0,15.0,1.4,1.33333333333,1.36363636364,9.0,4.0,4.0,14.0,13.0,18.0,1.5,0.8,0.666666666667,2.8,1.18181818182,1.63636363636,11.0,1.0,12.0,1.83333333333,0.2,1.09090909091,0.272727272727,1.2,4.4,2.4,3.0,2.90909090909
118,20/11/16,Middlesbrough,Chelsea,0,1,A,0,1,A,J Moss,5.0,5.0,6.0,6.0,10.0,12.0,1.0,0.833333333333,1.2,1.0,0.909090909091,1.09090909091,4.0,7.0,11.0,0.8,1.16666666667,1.0,18.0,8.0,3.0,6.0,26.0,9.0,3.0,1.6,0.5,1.2,2.36363636364,0.818181818182,15.0,10.0,25.0,2.5,2.0,2.27272727273,-1.27272727273,-1.2,2.2,2.8,1.72727272727,3.45454545455
